NomImage;Numero;nbPixBoucleHaut;nbPixBoucleBas;Compacity;distSTDskel;nbPixSkelQuartBasGauche;skelXcentreGrav;skelYcentreGrav;boucleXcentreGrav;boucleYcentreGrav;diffSkelBoucleXcentreGrav;diffSkelBoucleYcentreGrav;nbPixDiagInfSkel;nbPixDiagSupSkel
243,pgm;3;0;1;0,07958;12,916577;27;52,213873;55,242775;53;62;-0,786127;-6,757225;87;86
244,pgm;4;591;0;1,066585;9,040867;64;51,361111;55,34375;28,025381;65,165821;23,33573;-9,822071;153;134
245,pgm;5;1634;1576;2,459909;13,338267;34;47,488889;56,628571;48,98972;58,406542;-1,500831;-1,777971;193;119
246,pgm;6;1331;2965;1,633998;10,02064;72;52,592357;51,490446;58,70973;48,304236;-6,117373;3,186209;175;137
247,pgm;7;0;1;0,07958;10,662346;80;59,053942;46,846473;76;83;-16,946058;-36,153527;97;142
248,pgm;8;2099;473;1,070429;8,006565;37;42,977876;54,411504;36,520995;48,166019;6,456881;6,245486;140;84
249,pgm;9;0;1181;1,10401;13,160609;139;59,526549;30,725664;72,46486;25,240474;-12,938312;5,48519;37;187
250,pgm;0;0;429;1,308893;9,740727;28;46,729839;57,556452;75,771562;57,013986;-29,041723;0,542466;140;106
251,pgm;1;2491;2630;0,822061;3,791473;65;49,717391;50,604348;50,111697;50,511814;-0,394306;0,092534;116;113
252,pgm;2;0;1;0,07958;10,863848;48;56,222222;54,715556;63;87;-6,777778;-32,284444;130;94
253,pgm;3;0;356;1,851125;13,215447;107;59,357692;47,265385;79,418539;26,83427;-20,060847;20,431115;100;158
254,pgm;4;8;0;0,487426;4,843861;73;55,555118;50,299213;30,125;54,875;25,430118;-4,575787;116;137
255,pgm;5;1947;2031;1,984994;12,672094;61;50,552381;51,930159;50,306938;52,506536;0,245443;-0,576377;157;152
256,pgm;6;1979;2781;1,50466;9,991596;71;50,443333;51,17;52,832353;47,479202;-2,38902;3,690798;165;133
257,pgm;7;1067;2495;1,418764;8,389693;75;52,601399;46,020979;58,528355;42,91297;-5,926956;3,108009;148;137
258,pgm;8;1192;0;1,6878;11,601934;0;31,391837;57,281633;20,500839;43,763423;10,890998;13,51821;186;57
259,pgm;9;0;1276;1,222386;13,710337;146;57,241636;35,776952;75,478056;30,23511;-18,236421;5,541842;64;203
260,pgm;0;0;1150;1,515753;13,462104;108;57,206349;49,536508;77,527826;62,392174;-20,321477;-12,855666;109;202
261,pgm;1;2797;3226;0,956081;2,877738;71;50,570397;51,314079;52,589407;50,559356;-2,01901;0,754724;142;134
262,pgm;2;0;1479;1,610375;12,019573;92;58,086207;45,689655;75,576741;46,567951;-17,490534;-0,878296;125;160
263,pgm;3;1;0;0,07958;10,03871;61;46,504808;50,769231;47;71;-0,495192;-20,230769;114;93
264,pgm;4;562;0;0,97549;9,65741;66;50,653979;54,380623;25,229537;65,871886;25,424442;-11,491263;153;134
265,pgm;5;2774;1892;2,234989;12,96405;65;46,348066;52,505525;44,848264;53,087227;1,499802;-0,581702;182;177
266,pgm;6;1661;2694;1,942003;9,487308;82;55,073314;52,079179;57,800689;45,72744;-2,727375;6,351739;184;153
267,pgm;7;0;1;0,07958;11,379388;69;63,614458;57,698795;74;85;-10,385542;-27,301205;139;110
268,pgm;8;1934;0;1,289119;12,639504;0;34,810277;53,944664;23,763702;44,008273;11,046575;9,936391;176;75
269,pgm;9;0;946;1,768674;13,601025;122;56,74359;39,695971;76,649049;40,630021;-19,905459;-0,93405;67;203
270,pgm;0;0;190;1,047103;9,966589;65;51,992883;49,263345;74,989474;26,689474;-22,996591;22,573872;133;145
271,pgm;1;3029;2871;1,424681;5,264187;83;47,575385;48,015385;48,394237;47,861186;-0,818853;0,154198;164;159
272,pgm;2;134;2395;1,46812;13,263637;95;51,136905;57,479167;70,370898;52,005536;-19,233993;5,473631;191;143
273,pgm;3;0;623;1,355156;14,49413;101;56,621451;47,646688;76,049759;30,979133;-19,428308;16,667554;127;187
274,pgm;4;0;1;0,07958;8,073132;70;52,560137;54,955326;91;74;-38,439863;-19,044674;131;158
275,pgm;5;2582;2721;1,644134;12,134053;58;47,371601;50,92145;49,751461;50,174807;-2,37986;0,746643;177;152
276,pgm;6;1783;2869;1,49881;10,528386;66;53,377483;49,559603;56,143809;43,80804;-2,766326;5,751563;158;139
277,pgm;7;0;1;0,07958;11,048098;61;57,037453;52,243446;85;77;-27,962547;-24,756554;127;139
278,pgm;8;2551;0;1,174075;11,562032;0;34,837838;55,837838;25,620541;46,997256;9,217297;8,840582;178;78
279,pgm;9;0;1581;1,11749;12,566812;108;59,995902;37,442623;73,508539;36,362429;-13,512637;1,080194;46;196
280,pgm;0;0;379;1,028868;12,052593;43;48,217857;62,696429;68,85752;46,3219;-20,639663;16,374529;184;93
281,pgm;1;2492;2790;1,293421;6,2048;77;51,290102;50,167235;51,561908;50,335668;-0,271806;-0,168433;142;149
282,pgm;2;70;1765;1,282991;13,617068;59;48,268707;60,812925;70,114986;60,152044;-21,846279;0,660882;191;100
283,pgm;3;0;1;0,07958;13,039308;59;50,678414;49,23348;52;57;-1,321586;-7,76652;103;121
284,pgm;4;587;0;1,328725;8,372972;72;48,553459;56,827044;20,67632;67,688245;27,877139;-10,861201;172;145
285,pgm;5;2020;1837;2,644353;13,953115;78;44,332402;48,114525;46,623023;47,090226;-2,290621;1,0243;184;171
286,pgm;6;1794;2466;2,275329;10,417872;76;51,002849;49,532764;52,146714;44,715258;-1,143865;4,817505;182;165
287,pgm;7;0;1;0,07958;10,214281;61;57,495763;50,567797;80;66;-22,504237;-15,432203;110;125
288,pgm;8;1510;0;1,400236;13,442871;0;30,890295;55,78903;19,662252;41,458278;11,228044;14,330751;182;53
289,pgm;9;0;1219;1,103281;12,723254;135;57,890351;33,447368;72,538146;29,913043;-14,647795;3,534325;44;182
290,pgm;0;0;626;0,896989;9,954633;66;57,007813;52,011719;77,033546;38,308307;-20,025734;13,703412;127;124
291,pgm;1;2533;2362;1,124506;4,693454;66;48,848375;51,534296;48,146476;53,787334;0,701899;-2,253038;132;144
292,pgm;2;0;1164;1,1027;10,630984;108;56,254417;52,738516;74,328179;32,156357;-18,073762;20,582159;129;153
293,pgm;3;87;506;1,315281;13,815404;56;52,714286;53,049107;56,826307;34,839798;-4,112021;18,20931;93;125
294,pgm;4;0;1;0,07958;7,491612;69;59,313901;49,273543;94;50;-34,686099;-0,726457;82;140
295,pgm;5;1218;1945;2,029273;12,42259;84;49,961268;50,75;53,296238;51,180525;-3,33497;-0,430525;165;117
296,pgm;6;1499;2334;1,360643;8,821416;76;48,347015;46,44403;54,865119;43,700496;-6,518104;2,743534;144;124
297,pgm;7;0;1;0,07958;6,338292;60;54,195556;48,08;83;66;-28,804444;-17,92;103;121
298,pgm;8;2118;0;1,258285;9,043998;13;32,970085;49,84188;24,186497;48,988196;8,783589;0,853684;155;77
299,pgm;9;0;526;1,01729;13,119543;104;51,652174;32,594203;70,209125;19,912548;-18,556952;12,681655;62;144
300,pgm;0;0;875;1,100475;13,084752;61;55,728033;44,811715;72,832;63,292571;-17,103967;-18,480856;77;159
301,pgm;1;1670;1746;0,988598;3,485476;43;48,810427;53,78673;50,01493;54,552986;-1,204503;-0,766256;111;96
302,pgm;2;0;1857;1,297447;12,726533;93;53,714754;52,895082;73,400108;45,95315;-19,685354;6,941932;171;133
303,pgm;3;0;1;0,07958;15,862082;50;52,798817;45,810651;59;35;-6,201183;10,810651;65;103
304,pgm;4;0;1;0,07958;7,054279;79;59,145098;51,313725;92;55;-32,854902;-3,686275;101;152
305,pgm;5;1769;2605;2,178093;13,321364;80;47,169916;44,002786;51,809785;42,416095;-4,639869;1,58669;168;187
306,pgm;6;1249;2977;1,661064;9,350095;76;53,142424;52,284848;60,830099;48,833649;-7,687675;3,4512;180;148
307,pgm;7;1655;2970;1,235836;7,295025;69;54,431655;46,169065;57,238054;46,903784;-2,806399;-0,734719;137;139
308,pgm;8;1680;0;1,009716;13,855086;0;34,9869;56,279476;24,217857;39,757738;10,769042;16,521738;171;55
309,pgm;9;0;1;0,07958;13,389508;89;55,673575;40,455959;80;49;-24,326425;-8,544041;52;140
310,pgm;0;0;756;1,86202;12,045476;108;57,021459;40,399142;75,230159;42,845238;-18,2087;-2,446096;52;180
311,pgm;1;2973;3219;1,095816;1,176949;76;51,017123;48,496575;51,231912;47,981266;-0,214789;0,515309;142;148
312,pgm;2;0;2043;1,421024;12,686786;98;54,970326;53,667656;77,792952;47,602056;-22,822625;6,0656;182;151
313,pgm;3;0;1;0,07958;12,81371;77;53,534137;49,899598;61;55;-7,465863;-5,100402;117;130
314,pgm;4;0;1;0,07958;8,147935;66;59,019455;51,63035;94;70;-34,980545;-18,36965;106;150
315,pgm;5;1116;2435;2,153653;12,512804;71;47,657895;50,254386;57,712757;48,994931;-10,054862;1,259455;183;157
316,pgm;6;2469;2522;1,552117;8,296493;72;52,109718;49,200627;50,519335;44,081948;1,590383;5,118679;166;146
317,pgm;7;0;1;0,07958;11,926018;57;58,544681;52,408511;89;64;-30,455319;-11,591489;96;137
318,pgm;8;1103;0;1,257116;11,80283;0;34,365854;56,121951;20,981868;46,589302;13,383986;9,532649;158;43
319,pgm;9;0;1;0,07958;11,496685;120;58,894977;37,415525;91;23;-32,105023;14,415525;67;150
320,pgm;0;26;951;0,967746;15,162185;0;48,34715;63,725389;66,837257;78,273286;-18,490107;-14,547897;144;46
321,pgm;1;3466;3382;0,87245;1,666096;64;50,113139;52,408759;50,410485;52,212763;-0,297346;0,195996;141;133
322,pgm;2;0;325;0,971853;6,724228;94;65,871595;50,972763;83,003077;14,381538;-17,131482;36,591224;122;134
323,pgm;3;0;381;1,544809;14,409357;98;53,333333;47,578755;68,816273;24,141732;-15,48294;23,437022;107;165
324,pgm;4;1201;247;1,253107;11,588752;74;52,527157;57,945687;34,40884;78,513122;18,118317;-20,567435;174;138
325,pgm;5;2399;2818;2,237586;13,812415;102;51,738903;46,430809;52,374161;47,477477;-0,635258;-1,046668;173;208
326,pgm;6;2404;3033;1,536504;12,23436;68;47,017964;51,092814;50,846055;46,605665;-3,828091;4,487149;194;138
327,pgm;7;0;1;0,07958;8,134448;57;60,178404;64,779343;73;88;-12,821596;-23,220657;119;93
328,pgm;8;2508;0;1,346511;12,788904;0;36,417293;56,672932;26,464115;47,157097;9,953178;9,515835;188;75
329,pgm;9;0;1082;1,11272;12,355882;95;61,772727;41,429752;81,095194;45,100739;-19,322467;-3,670987;63;177
330,pgm;0;0;1;0,07958;13,526946;113;61,121107;51,228374;93;51;-31,878893;0,228374;113;176
331,pgm;1;2660;2898;1,098611;3,490957;70;49,729242;47,281588;50,565131;47,650054;-0,835889;-0,368466;136;140
332,pgm;2;0;1990;1,210733;16,213718;109;63,320285;56,44484;79,236683;38,838693;-15,916399;17,606146;106;175
333,pgm;3;0;761;1,174979;14,474979;104;52,083942;43,478102;67,003942;26,788436;-14,920001;16,689666;99;172
334,pgm;4;0;1;0,07958;12,014623;70;54,023729;51,833898;86;80;-31,976271;-28,166102;147;146
335,pgm;5;2328;2077;2,446542;13,011199;68;49,366848;53,61413;49,655392;54,685131;-0,288544;-1,071;188;176
336,pgm;6;1685;2514;1,402151;12,845178;77;50,717314;47,628975;56,703025;42,468207;-5,98571;5,160769;156;124
337,pgm;7;399;3587;1,218034;12,493146;95;60,702265;52,07767;68,964375;50,10562;-8,26211;1,97205;131;175
338,pgm;8;2393;0;1,356947;12,569641;0;32,411552;54,920578;20,526118;47,63644;11,885435;7,284138;199;75
339,pgm;9;0;1;0,07958;13,09957;110;50,434599;34,257384;87;45;-36,565401;-10,742616;74;158
340,pgm;0;0;1;0,07958;15,126661;140;60,070313;45,792969;94;40;-33,929688;5,792969;88;167
341,pgm;1;2315;2907;1,102734;3,457051;73;52,144981;48,052045;52,998277;47,955573;-0,853295;0,096472;135;133
342,pgm;2;133;2663;1,093397;13,041305;88;52,369718;50,09507;70,045064;51,595494;-17,675346;-1,500423;158;125
343,pgm;3;0;15;0,763966;13,519916;90;52,471631;50,099291;62;11;-9,528369;39,099291;126;152
344,pgm;4;293;0;0,88244;8,086138;55;47,727612;55,518657;15,849829;71,412969;31,877783;-15,894313;132;135
345,pgm;5;0;2261;1,053403;13,870487;75;55,866883;53,344156;76,358249;59,591331;-20,491365;-6,247175;139;167
346,pgm;6;1567;3098;1,68194;9,990569;86;53,816514;48,990826;59,465809;42,790782;-5,649295;6,200043;186;139
347,pgm;7;8;0;0,487426;7,75036;73;56,833333;54,054348;34,875;95,125;21,958333;-41,070652;132;143
348,pgm;8;2883;722;1,09776;8,992079;44;41,863469;53,859779;34,088488;47,921221;7,77498;5,938558;159;109
349,pgm;9;98;2727;1,016931;11,655319;89;58,664151;44,154717;70,290619;47,169204;-11,626469;-3,014487;90;171
350,pgm;0;0;1517;1,149055;14,334269;96;57,218855;47,845118;77,066579;67,098879;-19,847724;-19,253762;112;184
351,pgm;1;2805;2777;0,919773;2,06554;61;50,527559;48,751969;49,660874;48,797743;0,866685;-0,045774;122;131
352,pgm;2;0;824;1,211468;10,870362;87;57,277397;54,130137;77,332524;35,008495;-20,055127;19,121642;142;148
353,pgm;3;0;179;0,940731;14,733841;104;58,733068;37,023904;78,910615;12,346369;-20,177547;24,677536;72;177
354,pgm;4;758;0;1,412699;10,96205;75;48,783708;54,77809;21,96438;62,122691;26,819328;-7,344601;200;155
355,pgm;5;2379;2395;2,018734;14,621312;87;51,433908;48,965517;50,911605;48,300587;0,522304;0,664931;170;176
356,pgm;6;2307;3547;1,489382;9,808439;75;49,800604;52,761329;55,989409;49,420567;-6,188805;3,340762;188;142
357,pgm;7;0;1;0,07958;9,219794;77;58,935018;50,812274;93;70;-34,064982;-19,187726;118;158
358,pgm;8;2488;0;1,166861;12,640432;0;33,628458;57,371542;24,008039;47,870177;9,62042;9,501365;187;63
359,pgm;9;0;1567;1,157945;13,446951;133;57,361868;33,688716;72,181876;29,609445;-14,820008;4,079271;51;204
360,pgm;0;1834;2281;1,307314;9,37769;75;51,538206;51,744186;54,323451;58,479465;-2,785245;-6,735279;158;142
361,pgm;1;3178;3210;0,848631;1,993284;65;48,471264;50,938697;49,566374;49,770038;-1,09511;1,16866;135;125
362,pgm;2;0;1213;0,929044;11,535669;115;56,328671;52,188811;79,479802;30,737016;-23,151131;21,451796;134;151
363,pgm;3;0;1;0,07958;13,910579;60;50,469697;47,035354;54;57;-3,530303;-9,964646;82;110
364,pgm;4;345;0;1,0666;9,746704;49;54,40625;56,026786;39,014493;78,892754;15,391757;-22,865968;105;118
365,pgm;5;1827;1404;2,143434;15,541357;78;53,39322;47,383051;49,296193;45,000929;4,097027;2,382122;110;181
366,pgm;6;1667;3440;1,497478;9,001304;80;53,365559;49,015106;58,283728;45,360681;-4,918169;3,654424;180;150
367,pgm;7;0;1;0,07958;9,657347;65;62,276316;57,013158;83;85;-20,723684;-27,986842;116;111
368,pgm;8;2151;0;1,279936;10,881645;0;36,51417;56,497976;27,493259;47,90516;9,020911;8,592815;173;71
369,pgm;9;0;1;0,07958;12,186135;98;61,788043;37,630435;91;34;-29,211957;3,630435;38;144
370,pgm;0;0;1017;1,034851;15,090566;79;54,522901;52,625954;71,255654;58,858407;-16,732753;-6,232453;112;148
371,pgm;1;2886;2942;1,132579;3,908631;78;50,135417;48,458333;50,343857;48,770762;-0,208441;-0,312429;140;146
372,pgm;2;0;1363;1,64788;11,989834;65;50,847176;58,803987;76,785033;56,416728;-25,937857;2,387259;175;123
373,pgm;3;0;532;1,378586;10,91884;97;50,206081;53,72973;69,817669;24,917293;-19,611588;28,812436;136;158
374,pgm;4;0;1;0,07958;6,907984;61;56,00823;52,300412;96;63;-39,99177;-10,699588;112;130
375,pgm;5;2885;3243;1,904942;14,265061;81;49,543081;51,73107;50,61782;50,996736;-1,074739;0,734334;201;179
376,pgm;6;2734;3515;1,480816;13,068805;77;48,594366;51,414085;53,833413;48,524244;-5,239047;2,889841;204;149
377,pgm;7;0;1;0,07958;10,739347;83;59,37276;52,899642;76;88;-16,62724;-35,100358;142;135
378,pgm;8;2600;19;1,108496;11,669702;19;37,308824;51,110294;27,631921;40,264987;9,676903;10,845307;167;103
379,pgm;9;13;1029;1,174299;14,978805;118;54,820084;30,041841;71,421305;17,309021;-16,601222;12,73282;69;168
380,pgm;0;10;2103;1,166618;16,836574;104;54,940075;45,550562;75,750118;41,271178;-20,810043;4,279383;96;162
381,pgm;1;2942;3050;1,171505;4,230689;73;47,658147;48,884984;49,967623;48,892023;-2,309477;-0,007039;169;143
382,pgm;2;0;713;1,32607;11,770281;33;52,888462;62,776923;81,978962;59,321178;-29,090501;3,455745;150;109
383,pgm;3;0;304;1,140295;13,474496;20;40,743697;61,605042;58,875;56,424342;-18,131303;5,1807;185;48
384,pgm;4;306;0;0,905285;9,04628;74;46,672185;47,933775;21,689542;50,960784;24,982643;-3,027009;161;139
385,pgm;5;2463;2069;2,077925;12,602371;113;51,930233;46,877907;49,484334;47,422992;2,445899;-0,545085;157;185
386,pgm;6;2407;2960;1,693966;12,923679;83;49,927577;48,504178;53,982672;50,092417;-4,055095;-1,588238;184;172
387,pgm;7;0;1;0,07958;11,485701;67;59,296443;58,007905;52;91;7,296443;-32,992095;144;107
388,pgm;8;1346;0;1,402166;13,380735;0;29,794355;59,665323;20,049034;42,89153;9,745321;16,773792;201;45
389,pgm;9;0;1;0,07958;11,095203;79;56,502283;37,598174;90;45;-33,497717;-7,401826;54;163
390,pgm;0;0;1;0,07958;12,081745;82;58,780992;55,161157;75;84;-16,219008;-28,838843;125;117
391,pgm;1;2973;3088;0,908176;2,256742;60;49,726236;52,361217;50,422208;51,262993;-0,695972;1,098224;137;125
392,pgm;2;336;1974;1,419656;14,261904;45;45,512121;62,609091;66,942857;69,82987;-21,430736;-7,220779;215;113
393,pgm;3;0;1;0,07958;13,835251;49;49,146597;45,172775;54;29;-4,853403;16,172775;70;120
394,pgm;4;245;0;1,591596;7,209684;64;54,387833;59,098859;28,632653;87,208163;25,75518;-28,109304;120;142
395,pgm;5;1775;1480;1,985828;12,955072;58;46,181518;50,646865;47,254992;49,179416;-1,073474;1,467448;155;143
396,pgm;6;2191;2628;1,57675;8,57041;70;50,653125;50,959375;51,162482;47,943142;-0,509357;3,016233;170;148
397,pgm;7;0;1;0,07958;8,644273;55;59,17561;57,795122;72;89;-12,82439;-31,204878;117;88
398,pgm;8;2314;0;1,164328;11,334259;0;33,762712;59,241525;24,748487;51,619274;9,014224;7,622251;181;52
399,pgm;9;0;1;0,07958;11,353061;97;56,047619;33,074074;90;21;-33,952381;12,074074;43;144
400,pgm;0;62;1377;1,146746;15,764651;85;51,786957;45,191304;69,448923;36,980542;-17,661966;8,210762;91;137
401,pgm;1;3188;3883;0,966178;2,999515;76;51,602564;51,958333;53,523547;50,704568;-1,920983;1,253765;164;147
402,pgm;2;0;1326;1,093772;12,442149;103;59,195572;53,394834;75,267722;34,402715;-16,072151;18,992119;112;158
403,pgm;3;0;505;1,138543;15,967987;111;61,115538;41,38247;81,6;23,762376;-20,484462;17,620094;83;165
404,pgm;4;0;1;0,07958;7,522581;77;51,094737;52,898246;80;76;-28,905263;-23,101754;140;144
405,pgm;5;2462;2135;2,060472;13,626968;92;48,631884;49,782609;47,761149;50,348053;0,870735;-0,565444;169;174
406,pgm;6;1398;3024;1,652226;12,117715;80;56,422442;48,148515;59,545228;48,890547;-3,122786;-0,742032;138;163
407,pgm;7;0;1;0,07958;10,148092;79;58,735099;51,112583;79;80;-20,264901;-28,887417;154;148
408,pgm;8;2093;0;1,177766;12,403169;0;34,121951;57,825203;23,226469;47,157191;10,895482;10,668013;177;66
409,pgm;9;0;917;0,993576;13,852417;107;61,938865;34,716157;80,476554;36,069793;-18,537689;-1,353636;41;187
410,pgm;0;198;1172;1,106218;13,385219;65;51,349398;54,008032;64,558394;57,787591;-13,208997;-3,779559;115;131
411,pgm;1;3259;3429;1,05667;2,848659;82;49,375796;46,394904;51,37515;48,353319;-1,999353;-1,958415;157;156
412,pgm;2;0;1733;1,074947;13,125302;86;55,853741;54,812925;81,487017;46,030583;-25,633275;8,782342;157;134
413,pgm;3;0;1016;1,762348;12,833009;98;52,973154;50,969799;66,791339;38,872047;-13,818184;12,097751;163;131
414,pgm;4;290;16;1,065225;5,965094;81;57,474916;50,053512;42,839869;83,052288;14,635047;-32,998776;139;158
415,pgm;5;1659;3353;1,900834;11,23697;87;50,321937;49,247863;56,562849;50,283719;-6,240912;-1,035856;202;147
416,pgm;6;2210;3305;1,386695;10,164094;71;53,905199;49,929664;56,403445;44,366092;-2,498246;5,563571;174;152
417,pgm;7;0;1;0,07958;12,713278;61;57,05364;53,559387;97;58;-39,94636;-4,440613;146;114
418,pgm;8;1576;0;1,528781;12,114798;0;30,758893;55,711462;19,446701;48,685279;11,312193;7,026183;184;66
419,pgm;9;258;1667;1,194731;11,298379;110;55,876923;34,384615;66,469091;27,361039;-10,592168;7,023576;67;191
420,pgm;0;0;1;0,07958;12,993659;69;48,773946;49,743295;91;39;-42,226054;10,743295;124;135
421,pgm;1;3361;3516;1,133686;2,448863;82;51,472843;47,916933;51,099026;48,8764;0,373818;-0,959467;150;161
422,pgm;2;0;1735;0,977708;15,087381;40;53,194553;62,762646;77,169452;64,705476;-23,9749;-1,94283;165;90
423,pgm;3;0;615;1,071545;14,870192;100;55,093985;46,229323;71,936585;24,868293;-16,8426;21,361031;108;156
424,pgm;4;135;961;1,098506;11,626788;85;57,268852;44,190164;61,153285;68,49635;-3,884432;-24,306186;109;193
425,pgm;5;2202;3273;2,076837;13,776673;89;51,820106;47,417989;54,416621;47,424475;-2,596515;-0,006485;184;191
426,pgm;6;2405;3672;1,391711;10,894204;72;51,715942;48,15942;56,690143;47,265592;-4,974201;0,893829;167;176
427,pgm;7;0;1;0,07958;7,641064;80;59,702206;50,830882;87;75;-27,297794;-24,169118;128;143
428,pgm;8;2723;0;1,21623;12,105623;0;34,76779;54,996255;25,385971;45,944179;9,381819;9,052075;185;79
429,pgm;9;0;1;0,07958;15,26897;127;56,128405;34,505837;93;41;-36,871595;-6,494163;65;192
430,pgm;0;0;2048;1,045107;12,892993;89;59,950192;56,241379;75,454102;60,264648;-15,50391;-4,023269;119;139
431,pgm;1;2538;3045;1,085809;3,236519;65;51,387681;48,148551;52,165861;48,489522;-0,778179;-0,340971;133;142
432,pgm;2;0;374;1,396051;11,316284;26;58,337778;51,728889;84,612299;57,131016;-26,274522;-5,402127;85;137
433,pgm;3;0;262;1,167576;13,695499;65;59,826484;44,584475;78,885496;34,763359;-19,059012;9,821116;58;159
434,pgm;4;578;208;1,137607;12,947133;66;57,060897;55,192308;43,340967;73,482188;13,719931;-18,289881;147;164
435,pgm;5;2992;3204;1,903763;13,199943;80;49,761039;50,21039;50,560846;51,05326;-0,799807;-0,842871;193;190
436,pgm;6;2184;3016;1,738039;14,638601;77;49,548571;47,374286;54,021538;46,510769;-4,472967;0,863516;188;159
437,pgm;7;0;1;0,07958;10,36576;65;55,446494;50,298893;92;75;-36,553506;-24,701107;122;148
438,pgm;8;2328;0;1,340141;12,949123;0;34,722846;54,074906;24,278351;43,616409;10,444496;10,458497;184;81
439,pgm;9;475;2446;1,133788;9,37061;83;56,715867;37,413284;65,728518;34,747004;-9,01265;2,66628;90;179
440,pgm;0;0;2019;1,047229;15,016551;107;51,600694;45,552083;76,403665;44,846954;-24,802971;0,705129;89;187
441,pgm;1;2127;3007;1,294621;2,939871;77;53,746667;50,136667;54,621932;49,625049;-0,875266;0,511618;145;153
442,pgm;2;123;2294;1,201138;13,283697;68;49,943709;59,592715;69,470832;62,001655;-19,527123;-2,40894;184;115
443,pgm;3;0;688;1,374256;12,256499;95;53,951724;52,251724;71,449128;30,498547;-17,497404;21,753178;120;169
444,pgm;4;369;0;1,149271;7,85576;56;53,595833;56,679167;30,03252;68,829268;23,563313;-12,150102;127;112
445,pgm;5;879;1949;1,829801;11,014874;68;55,911538;43,634615;58,87447;43,580622;-2,962931;0,053993;94;161
446,pgm;6;1831;2351;1,105231;8,186965;49;48,842324;49,780083;51,129364;47,431133;-2,28704;2,34895;132;108
447,pgm;7;0;1;0,07958;9,993013;68;59,666667;46,510288;92;66;-32,333333;-19,489712;101;139
448,pgm;8;1191;0;1,404841;10,317877;14;34,153543;55,952756;17,559194;43,788413;16,594349;12,164343;185;66
449,pgm;9;0;1;0,07958;13,617236;100;50,368664;36,24424;83;45;-32,631336;-8,75576;64;151
450,pgm;0;8;1617;1,191787;12,667783;93;58,164751;45,781609;72,172923;58,594462;-14,008172;-12,812852;88;169
451,pgm;1;2874;2827;1,157809;4,445986;79;50,611111;47,916667;49,934573;47,554113;0,676538;0,362553;136;151
452,pgm;2;0;1038;1,502663;11,02532;90;61,653571;52,357143;81,766859;38,543353;-20,113288;13,81379;123;157
453,pgm;3;0;522;1,127533;14,187498;89;55,72449;47,816327;59,599617;26,312261;-3,875127;21,504066;57;139
454,pgm;4;598;0;1,030545;7,020042;69;51,74717;60,675472;21,401338;72,374582;30,345832;-11,69911;150;115
455,pgm;5;1926;1575;2,43056;13,189485;33;45,186544;55,556575;45,986575;57,071694;-0,800031;-1,515119;201;121
456,pgm;6;1950;2829;1,913662;10,80574;75;50,760933;49,848397;55,42059;47,568529;-4,659657;2,279868;192;148
457,pgm;7;0;1;0,07958;8,281473;70;57,812;57,956;75;86;-17,188;-28,044;137;113
458,pgm;8;2080;0;1,469778;12,603957;0;33,686047;55,589147;24,663942;47,083173;9,022104;8,505974;191;64
459,pgm;9;0;1071;0,932072;12,240725;117;57,432432;33,783784;74,466853;31,588235;-17,034421;2,195548;48;172
460,pgm;0;0;569;1,083069;9,814436;124;58,686833;46,985765;63,655536;27,209139;-4,968703;19,776626;124;156
461,pgm;1;3205;3230;1,242719;3,576661;80;49,015674;50,454545;50,630303;51,03683;-1,614629;-0,582284;161;156
462,pgm;2;0;1120;1,200803;10,991723;105;56,715254;50,230508;70,196429;31,09375;-13,481174;19,136758;132;162
463,pgm;3;0;414;1,292499;16,062283;100;51,070539;46,672199;61,270531;22,608696;-10,199992;24,063504;90;150
464,pgm;4;831;0;1,137771;10,17772;69;53,527972;55,727273;30,949458;71,504212;22,578514;-15,776939;154;132
465,pgm;5;2136;1647;2,113903;13,856888;62;46,047319;49,189274;46,099128;48,275707;-0,051809;0,913567;145;164
466,pgm;6;1950;3054;1,202683;6,506567;85;52,092025;46,509202;55,510392;44,606315;-3,418367;1,902888;168;156
467,pgm;7;0;1;0,07958;9,194748;71;60,790875;58,019011;65;92;-4,209125;-33,980989;150;110
468,pgm;8;2348;506;1,126526;9,581547;44;42,761506;55,079498;36,040294;49,947092;6,721212;5,132406;149;88
469,pgm;9;0;1;0,07958;10,249813;99;59,295964;36,64574;93;29;-33,704036;7,64574;57;164
470,pgm;0;0;1;0,07958;10,408897;104;55,831081;48,881757;67;89;-11,168919;-40,118243;143;152
471,pgm;1;2321;2901;1,062121;2,377567;70;53,431818;48,143939;53,315588;48,701072;0,11623;-0,557133;124;139
472,pgm;2;0;50;0,994748;11,076732;46;59,922018;48,802752;85,6;29,48;-25,677982;19,322752;89;125
473,pgm;3;0;1;0,07958;11,516803;54;55,898396;42,882353;52;57;3,898396;-14,117647;60;124
474,pgm;4;586;8;0,922938;8,794694;60;53,484;54,42;34,93771;82,632997;18,54629;-28,212997;114;133
475,pgm;5;2536;1847;2,340024;15,477119;110;47,456825;48,618384;45,000913;49,031029;2,455912;-0,412645;175;181
476,pgm;6;2067;1661;1,882955;9,712994;86;48,819048;48,457143;48,295333;43,088251;0,523715;5,368892;150;164
477,pgm;7;0;1;0,07958;8,458867;69;57,736462;54,415162;93;72;-35,263538;-17,584838;120;156
